theta1,theta2,omega1,omega2,alpha1,alpha2
0.6446075702473631,-0.5143851081328457,0.45550732670153116,-1.8729112800748187,-9.292198835617995,8.905038148170068
0.6518908113544464,-0.5500887248491109,0.2743436541466606,-1.6986566256442877,-8.834130465076681,8.543292619684628
0.6556386142342518,-0.5823707863593387,0.10178402631868791,-1.530331115321405,-8.429885182363073,8.308913994764556
0.6560130052380342,-0.6113256364404982,-0.06314409390524192,-1.36557020831511,-8.069595388273038,8.18410295307062
0.6531583272477313,-0.6370037014511154,-0.22124663592065907,-1.2023376510270274,-7.746426331089323,8.153771564754251
0.6472039835247158,-0.6594175376662311,-0.3732207733182271,-1.0388748303356616,-7.456283824784502,8.205186554325454
0.6382660860742215,-0.678546934423751,-0.5197065340098986,-0.8736567872252102,-7.197495517226879,8.32767626786251
0.626448134416408,-0.6943431885075342,-0.6613322316584316,-0.7053529221643674,-6.970516483033806,8.51245870198717
0.6118408419701818,-0.7067326183128049,-0.7987544141912365,-0.5327898342750025,-6.777676959099978,8.752599430923048
0.5945212107517003,-0.7156193349784064,-0.9326932465272926,-0.3549137788785371,-6.622978741472372,9.043089382829676
0.5745509357087684,-0.7208872399474977,-1.0639643390005378,-0.1707505095541199,-6.511943895214551,9.381025467928515
0.5519741991156306,-0.7224011773900527,-1.193508096063013,0.02063935208573195,-6.451518325613297,9.765873378676293
